Statistic Label,Month,Year,COICOP,Commodity Group,UNIT,VALUE
EU HICP,July,1998,06,Health,Base 2015=100,51.3
EU HICP,July,1998,07,Transport,Base 2015=100,75.3
EU HICP,July,1998,08,Communications,Base 2015=100,114.6
EU HICP,July,1998,09,Recreation and culture,Base 2015=100,80.4
EU HICP,July,1998,10,Education,Base 2015=100,36.7
EU HICP,July,1998,11,Restaurants and hotels,Base 2015=100,61.8
EU HICP,July,1998,12,Miscellaneous goods and services,Base 2015=100,61.2
EU HICP,August,1998,00,All-items,Base 2015=100,71.8
EU HICP,August,1998,01,Food and non-alcoholic beverages,Base 2015=100,85.7
EU HICP,August,1998,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,53.2
EU HICP,August,1998,03,Clothing and footwear,Base 2015=100,205.5
EU HICP,August,1998,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,48.9
EU HICP,August,1998,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,120.7
EU HICP,August,1998,06,Health,Base 2015=100,51.8
EU HICP,August,1998,07,Transport,Base 2015=100,75.4
EU HICP,August,1998,08,Communications,Base 2015=100,114.6
EU HICP,August,1998,09,Recreation and culture,Base 2015=100,80.6
EU HICP,August,1998,10,Education,Base 2015=100,36.8
EU HICP,August,1998,11,Restaurants and hotels,Base 2015=100,61.8
EU HICP,August,1998,12,Miscellaneous goods and services,Base 2015=100,61.4
EU HICP,September,1998,00,All-items,Base 2015=100,72.0
EU HICP,September,1998,01,Food and non-alcoholic beverages,Base 2015=100,85.2
EU HICP,September,1998,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,53.2
EU HICP,September,1998,03,Clothing and footwear,Base 2015=100,210.0
EU HICP,September,1998,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,48.9
EU HICP,September,1998,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,122.3
EU HICP,September,1998,06,Health,Base 2015=100,52.0
EU HICP,September,1998,07,Transport,Base 2015=100,75.2
EU HICP,September,1998,08,Communications,Base 2015=100,114.6
EU HICP,September,1998,09,Recreation and culture,Base 2015=100,81.0
EU HICP,September,1998,10,Education,Base 2015=100,36.8
EU HICP,September,1998,11,Restaurants and hotels,Base 2015=100,61.9
EU HICP,September,1998,12,Miscellaneous goods and services,Base 2015=100,61.7
EU HICP,October,1998,00,All-items,Base 2015=100,72.0
EU HICP,October,1998,01,Food and non-alcoholic beverages,Base 2015=100,85.0
EU HICP,October,1998,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,53.2
EU HICP,October,1998,03,Clothing and footwear,Base 2015=100,209.5
EU HICP,October,1998,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,49.1
EU HICP,October,1998,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,121.9
EU HICP,October,1998,06,Health,Base 2015=100,52.1
EU HICP,October,1998,07,Transport,Base 2015=100,74.9
EU HICP,October,1998,08,Communications,Base 2015=100,114.5
EU HICP,October,1998,09,Recreation and culture,Base 2015=100,81.1
EU HICP,October,1998,10,Education,Base 2015=100,36.8
EU HICP,October,1998,11,Restaurants and hotels,Base 2015=100,62.0
EU HICP,October,1998,12,Miscellaneous goods and services,Base 2015=100,61.7
EU HICP,November,1998,00,All-items,Base 2015=100,72.0
EU HICP,November,1998,01,Food and non-alcoholic beverages,Base 2015=100,84.7
EU HICP,November,1998,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,53.2
EU HICP,November,1998,03,Clothing and footwear,Base 2015=100,211.4
EU HICP,November,1998,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,49.2
EU HICP,November,1998,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,122.4
EU HICP,November,1998,06,Health,Base 2015=100,52.4
EU HICP,November,1998,07,Transport,Base 2015=100,74.9
EU HICP,November,1998,08,Communications,Base 2015=100,110.2
EU HICP,November,1998,09,Recreation and culture,Base 2015=100,81.2
EU HICP,November,1998,10,Education,Base 2015=100,38.5
EU HICP,November,1998,11,Restaurants and hotels,Base 2015=100,62.0
EU HICP,November,1998,12,Miscellaneous goods and services,Base 2015=100,61.9
EU HICP,December,1998,00,All-items,Base 2015=100,72.2
EU HICP,December,1998,01,Food and non-alcoholic beverages,Base 2015=100,85.6
EU HICP,December,1998,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,53.5
EU HICP,December,1998,03,Clothing and footwear,Base 2015=100,211.4
EU HICP,December,1998,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,49.1
EU HICP,December,1998,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,122.6
EU HICP,December,1998,06,Health,Base 2015=100,52.4
EU HICP,December,1998,07,Transport,Base 2015=100,74.6
EU HICP,December,1998,08,Communications,Base 2015=100,109.7
EU HICP,December,1998,09,Recreation and culture,Base 2015=100,81.2
EU HICP,December,1998,10,Education,Base 2015=100,38.5
EU HICP,December,1998,11,Restaurants and hotels,Base 2015=100,62.2
EU HICP,December,1998,12,Miscellaneous goods and services,Base 2015=100,62.0
EU HICP,January,1999,00,All-items,Base 2015=100,71.6
EU HICP,January,1999,01,Food and non-alcoholic beverages,Base 2015=100,85.8
EU HICP,January,1999,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,53.8
EU HICP,January,1999,03,Clothing and footwear,Base 2015=100,187.6
EU HICP,January,1999,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,49.0
EU HICP,January,1999,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,120.1
EU HICP,January,1999,06,Health,Base 2015=100,52.4
EU HICP,January,1999,07,Transport,Base 2015=100,74.1
EU HICP,January,1999,08,Communications,Base 2015=100,109.7
EU HICP,January,1999,09,Recreation and culture,Base 2015=100,81.6
EU HICP,January,1999,10,Education,Base 2015=100,36.0
EU HICP,January,1999,11,Restaurants and hotels,Base 2015=100,62.3
EU HICP,January,1999,12,Miscellaneous goods and services,Base 2015=100,62.0
EU HICP,February,1999,00,All-items,Base 2015=100,72.1
EU HICP,February,1999,01,Food and non-alcoholic beverages,Base 2015=100,86.3
EU HICP,February,1999,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,53.8
EU HICP,February,1999,03,Clothing and footwear,Base 2015=100,196.7
EU HICP,February,1999,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,49.3
EU HICP,February,1999,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,121.9
EU HICP,February,1999,06,Health,Base 2015=100,52.5
EU HICP,February,1999,07,Transport,Base 2015=100,74.4
EU HICP,February,1999,08,Communications,Base 2015=100,109.7
EU HICP,February,1999,09,Recreation and culture,Base 2015=100,82.1
EU HICP,February,1999,10,Education,Base 2015=100,36.0
EU HICP,February,1999,11,Restaurants and hotels,Base 2015=100,62.4
EU HICP,February,1999,12,Miscellaneous goods and services,Base 2015=100,62.2
EU HICP,March,1999,00,All-items,Base 2015=100,72.3
EU HICP,March,1999,01,Food and non-alcoholic beverages,Base 2015=100,86.4
EU HICP,March,1999,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,53.8
EU HICP,March,1999,03,Clothing and footwear,Base 2015=100,201.9
EU HICP,March,1999,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,49.3
EU HICP,March,1999,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,122.5
EU HICP,March,1999,06,Health,Base 2015=100,52.7
EU HICP,March,1999,07,Transport,Base 2015=100,74.5
EU HICP,March,1999,08,Communications,Base 2015=100,109.7
EU HICP,March,1999,09,Recreation and culture,Base 2015=100,82.1
EU HICP,March,1999,10,Education,Base 2015=100,36.0
EU HICP,March,1999,11,Restaurants and hotels,Base 2015=100,62.5
EU HICP,March,1999,12,Miscellaneous goods and services,Base 2015=100,62.4
EU HICP,April,1999,00,All-items,Base 2015=100,72.7
EU HICP,April,1999,01,Food and non-alcoholic beverages,Base 2015=100,86.8
EU HICP,April,1999,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,54.2
EU HICP,April,1999,03,Clothing and footwear,Base 2015=100,202.1
EU HICP,April,1999,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,49.7
EU HICP,April,1999,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,122.4
EU HICP,April,1999,06,Health,Base 2015=100,52.8
EU HICP,April,1999,07,Transport,Base 2015=100,75.4
EU HICP,April,1999,08,Communications,Base 2015=100,109.7
EU HICP,April,1999,09,Recreation and culture,Base 2015=100,81.9
EU HICP,April,1999,10,Education,Base 2015=100,36.0
EU HICP,April,1999,11,Restaurants and hotels,Base 2015=100,63.0
EU HICP,April,1999,12,Miscellaneous goods and services,Base 2015=100,62.5
EU HICP,May,1999,00,All-items,Base 2015=100,73.2
EU HICP,May,1999,01,Food and non-alcoholic beverages,Base 2015=100,87.3
EU HICP,May,1999,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,54.6
EU HICP,May,1999,03,Clothing and footwear,Base 2015=100,202.6
EU HICP,May,1999,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,50.1
EU HICP,May,1999,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,122.9
EU HICP,May,1999,06,Health,Base 2015=100,53.1
EU HICP,May,1999,07,Transport,Base 2015=100,76.2
EU HICP,May,1999,08,Communications,Base 2015=100,109.6
EU HICP,May,1999,09,Recreation and culture,Base 2015=100,82.3
EU HICP,May,1999,10,Education,Base 2015=100,36.1
EU HICP,May,1999,11,Restaurants and hotels,Base 2015=100,63.8
EU HICP,May,1999,12,Miscellaneous goods and services,Base 2015=100,62.8
EU HICP,June,1999,00,All-items,Base 2015=100,73.4
EU HICP,June,1999,01,Food and non-alcoholic beverages,Base 2015=100,87.9
EU HICP,June,1999,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,54.8
EU HICP,June,1999,03,Clothing and footwear,Base 2015=100,202.4
EU HICP,June,1999,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,50.0
EU HICP,June,1999,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,122.9
EU HICP,June,1999,06,Health,Base 2015=100,53.2
EU HICP,June,1999,07,Transport,Base 2015=100,76.4
EU HICP,June,1999,08,Communications,Base 2015=100,108.3
EU HICP,June,1999,09,Recreation and culture,Base 2015=100,82.5
EU HICP,June,1999,10,Education,Base 2015=100,36.1
EU HICP,June,1999,11,Restaurants and hotels,Base 2015=100,64.0
EU HICP,June,1999,12,Miscellaneous goods and services,Base 2015=100,62.9
EU HICP,July,1999,00,All-items,Base 2015=100,73.1
EU HICP,July,1999,01,Food and non-alcoholic beverages,Base 2015=100,87.4
EU HICP,July,1999,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,55.0
EU HICP,July,1999,03,Clothing and footwear,Base 2015=100,184.8
EU HICP,July,1999,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,50.5
EU HICP,July,1999,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,121.4
EU HICP,July,1999,06,Health,Base 2015=100,53.4
EU HICP,July,1999,07,Transport,Base 2015=100,76.9
EU HICP,July,1999,08,Communications,Base 2015=100,105.1
EU HICP,July,1999,09,Recreation and culture,Base 2015=100,82.8
EU HICP,July,1999,10,Education,Base 2015=100,36.1
EU HICP,July,1999,11,Restaurants and hotels,Base 2015=100,64.1
EU HICP,July,1999,12,Miscellaneous goods and services,Base 2015=100,63.7
EU HICP,August,1999,00,All-items,Base 2015=100,73.6
EU HICP,August,1999,01,Food and non-alcoholic beverages,Base 2015=100,87.6
EU HICP,August,1999,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,55.0
EU HICP,August,1999,03,Clothing and footwear,Base 2015=100,191.4
EU HICP,August,1999,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,50.8
EU HICP,August,1999,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,122.5
EU HICP,August,1999,06,Health,Base 2015=100,54.4
EU HICP,August,1999,07,Transport,Base 2015=100,77.7
EU HICP,August,1999,08,Communications,Base 2015=100,105.1
EU HICP,August,1999,09,Recreation and culture,Base 2015=100,83.2
EU HICP,August,1999,10,Education,Base 2015=100,36.1
EU HICP,August,1999,11,Restaurants and hotels,Base 2015=100,64.2
EU HICP,August,1999,12,Miscellaneous goods and services,Base 2015=100,64.0
EU HICP,September,1999,00,All-items,Base 2015=100,73.9
EU HICP,September,1999,01,Food and non-alcoholic beverages,Base 2015=100,87.2
EU HICP,September,1999,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,55.0
EU HICP,September,1999,03,Clothing and footwear,Base 2015=100,196.4
EU HICP,September,1999,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,51.2
EU HICP,September,1999,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,126.1
EU HICP,September,1999,06,Health,Base 2015=100,54.5
EU HICP,September,1999,07,Transport,Base 2015=100,78.4
EU HICP,September,1999,08,Communications,Base 2015=100,105.1
EU HICP,September,1999,09,Recreation and culture,Base 2015=100,83.5
EU HICP,September,1999,10,Education,Base 2015=100,36.4
EU HICP,September,1999,11,Restaurants and hotels,Base 2015=100,64.3
EU HICP,September,1999,12,Miscellaneous goods and services,Base 2015=100,64.2
EU HICP,October,1999,00,All-items,Base 2015=100,74.0
EU HICP,October,1999,01,Food and non-alcoholic beverages,Base 2015=100,87.0
EU HICP,October,1999,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,55.0
EU HICP,October,1999,03,Clothing and footwear,Base 2015=100,196.4
EU HICP,October,1999,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,51.6
EU HICP,October,1999,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,126.0
EU HICP,October,1999,06,Health,Base 2015=100,54.7
EU HICP,October,1999,07,Transport,Base 2015=100,78.5
EU HICP,October,1999,08,Communications,Base 2015=100,105.1
EU HICP,October,1999,09,Recreation and culture,Base 2015=100,83.7
EU HICP,October,1999,10,Education,Base 2015=100,39.5
EU HICP,October,1999,11,Restaurants and hotels,Base 2015=100,64.5
EU HICP,October,1999,12,Miscellaneous goods and services,Base 2015=100,64.4
EU HICP,November,1999,00,All-items,Base 2015=100,74.1
EU HICP,November,1999,01,Food and non-alcoholic beverages,Base 2015=100,87.3
EU HICP,November,1999,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,55.1
EU HICP,November,1999,03,Clothing and footwear,Base 2015=100,197.9
EU HICP,November,1999,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,51.7
EU HICP,November,1999,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,126.3
EU HICP,November,1999,06,Health,Base 2015=100,55.0
EU HICP,November,1999,07,Transport,Base 2015=100,78.5
EU HICP,November,1999,08,Communications,Base 2015=100,105.1
EU HICP,November,1999,09,Recreation and culture,Base 2015=100,83.8
EU HICP,November,1999,10,Education,Base 2015=100,40.2
EU HICP,November,1999,11,Restaurants and hotels,Base 2015=100,64.6
EU HICP,November,1999,12,Miscellaneous goods and services,Base 2015=100,64.5
EU HICP,December,1999,00,All-items,Base 2015=100,75.0
EU HICP,December,1999,01,Food and non-alcoholic beverages,Base 2015=100,87.6
EU HICP,December,1999,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,60.7
EU HICP,December,1999,03,Clothing and footwear,Base 2015=100,197.1
EU HICP,December,1999,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,52.6
EU HICP,December,1999,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,126.7
EU HICP,December,1999,06,Health,Base 2015=100,55.1
EU HICP,December,1999,07,Transport,Base 2015=100,79.0
EU HICP,December,1999,08,Communications,Base 2015=100,105.1
EU HICP,December,1999,09,Recreation and culture,Base 2015=100,83.9
EU HICP,December,1999,10,Education,Base 2015=100,40.2
EU HICP,December,1999,11,Restaurants and hotels,Base 2015=100,64.7
EU HICP,December,1999,12,Miscellaneous goods and services,Base 2015=100,64.6
EU HICP,January,2000,00,All-items,Base 2015=100,74.8
EU HICP,January,2000,01,Food and non-alcoholic beverages,Base 2015=100,87.6
EU HICP,January,2000,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,60.7
EU HICP,January,2000,03,Clothing and footwear,Base 2015=100,174.8
EU HICP,January,2000,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,52.8
EU HICP,January,2000,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,123.9
EU HICP,January,2000,06,Health,Base 2015=100,55.1
EU HICP,January,2000,07,Transport,Base 2015=100,79.8
EU HICP,January,2000,08,Communications,Base 2015=100,106.4
EU HICP,January,2000,09,Recreation and culture,Base 2015=100,83.9
EU HICP,January,2000,10,Education,Base 2015=100,41.0
EU HICP,January,2000,11,Restaurants and hotels,Base 2015=100,65.3
EU HICP,January,2000,12,Miscellaneous goods and services,Base 2015=100,64.8
EU HICP,February,2000,00,All-items,Base 2015=100,75.4
EU HICP,February,2000,01,Food and non-alcoholic beverages,Base 2015=100,87.9
EU HICP,February,2000,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,60.7
EU HICP,February,2000,03,Clothing and footwear,Base 2015=100,187.9
EU HICP,February,2000,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,53.1
EU HICP,February,2000,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,126.6
EU HICP,February,2000,06,Health,Base 2015=100,55.8
EU HICP,February,2000,07,Transport,Base 2015=100,80.3
EU HICP,February,2000,08,Communications,Base 2015=100,106.4
EU HICP,February,2000,09,Recreation and culture,Base 2015=100,84.6
